fyear,ticker,firmname,industry,sector,statevariable,cash,fixedcosts,couponrate,liabilities,equityobserved
12312008,NTAP.OQ,NetApp Inc,Computer Hardware,Technology,2264.124,1164.39,1692.299881,0.003416786,2370.649,4612.374707
12312009,NTAP.OQ,NetApp Inc,Computer Hardware,Technology,2342.4,2604.3,1942.880771,0.017610133,3600.2,11644.81174
12312010,NTAP.OQ,NetApp Inc,Computer Hardware,Technology,2581.6,3724,2155.216997,0.018693711,3963.9,19863.80868
12312011,NTAP.OQ,NetApp Inc,Computer Hardware,Technology,3270.5,5174.7,2538.846577,0.015916621,4768.6,13006.63908
12312012,NTAP.OQ,NetApp Inc,Computer Hardware,Technology,3666.2,5398.5,2892.223241,0.014259263,5238.7,12020.42495
12312013,NTAP.OQ,NetApp Inc,Computer Hardware,Technology,3725.4,6952.6,3110.603472,0.014053855,6524.9,14021.26153
12312014,NTAP.OQ,NetApp Inc,Computer Hardware,Technology,3564.9,5003.3,3079.658871,0.006651558,5427.3,12919.67108
12312015,NTAP.OQ,NetApp Inc,Computer Hardware,Technology,3507.5,5326,3207.790014,0.0070152,5987,7755.890246
12312016,NTAP.OQ,NetApp Inc,Computer Hardware,Technology,3122,5303,3232.941973,0.006847401,7156,9712.568904
12312017,NTAP.OQ,NetApp Inc,Computer Hardware,Technology,2992,4921,3221.52171,0.015194399,6713,14758.92188
12311998,ORCL.N,Oracle Corp,Software,Technology,4366.799,1919.199,3497.549234,0.005821518,2861.453,41387.56896
12311999,ORCL.N,Oracle Corp,Software,Technology,4877.34,2562.764,3960.270164,0.006010571,3564.387,316187.6552
12312000,ORCL.N,Oracle Corp,Software,Technology,6039,7761.998,4184.988748,0.002872123,6615.316,163617.0305
12312001,ORCL.N,Oracle Corp,Software,Technology,5296,5887.661,4455.932022,0.005050092,4752.389,75916.02085
12312002,ORCL.N,Oracle Corp,Software,Technology,5775,5841,4182.094283,0.004270767,4683,56906.42903
12312003,ORCL.N,Oracle Corp,Software,Technology,5561,6519,4363.165641,0.004303852,4647,69160.97363
12312004,ORCL.N,Oracle Corp,Software,Technology,5849,8587,4878.583542,0.004823826,4768,71685.15584
12312005,ORCL.N,Oracle Corp,Software,Technology,6748,4771,5867.884105,0.013705584,9850,63028.32932
12312006,ORCL.N,Oracle Corp,Software,Technology,8442,7605,7110.124106,0.01223308,13815,88822.75112
12312007,ORCL.N,Oracle Corp,Software,Technology,10473,7020,8807.387811,0.020418758,17337,115984.1508
12312008,ORCL.N,Oracle Corp,Software,Technology,13283,11043,10510.39572,0.016252114,24243,89468.71821
12312009,ORCL.N,Oracle Corp,Software,Technology,14308,12624,11613.2357,0.028674161,21971,122925.2266
12312010,ORCL.N,Oracle Corp,Software,Technology,15426,18469,13423.24117,0.024819777,30379,158140.746
12312011,ORCL.N,Oracle Corp,Software,Technology,19691,28848,16498.04578,0.024271553,33290,128912.7191
12312012,ORCL.N,Oracle Corp,Software,Technology,22762,30676,18652.85026,0.022371495,34240,157746.776
12312013,ORCL.N,Oracle Corp,Software,Technology,23155,32216,20501.9439,0.021736166,36667,172070.8683
12312014,ORCL.N,Oracle Corp,Software,Technology,24440,38819,23416.53206,0.021345664,42819,197479.774
12312015,ORCL.N,Oracle Corp,Software,Technology,24455,54368,26566.931,0.018493649,61805,153470.5666
12312016,ORCL.N,Oracle Corp,Software,Technology,24340,56125,30703.20421,0.025097065,64390,157735.4729
12312017,ORCL.N,Oracle Corp,Software,Technology,25297,66078,35250.32862,0.022267633,80745,195720.3826
12311998,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,431.952,303.324,1846.952885,0.030133956,1570.587,3610.897009
12311999,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,659.62,1614.431,1938.299404,0.033503992,1611.599,116212.911
12312000,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,1151.683,1772.393,1892.350657,0.03592321,500.011,61511.20919
12312001,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,1429.572,2283.179,1985.444502,0.012919426,851.431,38603.16283
12312002,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,1386,2817.882,2109.88616,0.02056936,1069.552,28569.08613
12312003,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,2218,4561.097,2253.424626,0.009805412,1223.814,43147.82348
12312004,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,3039,5982,2428.100109,0.001730104,1156,69497.06149
12312005,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,3320,6548,2584.117483,0.002205882,1360,70831.59944
12312006,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,4373,5721,3166.691767,0.002219756,1802,62449.98554
12312007,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,5300,6581,3637.048631,0.004135338,2660,64395.76199
12312008,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,5297,6411,3993.42492,0.003250591,6768,59315.55273
12312009,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,8647,11069,3841.069206,0.001823538,7129,77268.68299
12312010,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,5622,10279,4029.242372,0.004426601,9714,80060.63087
12312011,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,6959,11652,4665.218223,0.012063492,9450,91949.8481
12312012,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,8412,12374,5149.284119,0.009506708,9467,106151.0736
12312013,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,11304,14966,5411.741653,0.002439283,9429,125259.75
12312014,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,11157,17565,5282.907356,0.000531463,9408,122941.82
12312015,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,7882,17321,5538.113429,0.005365803,19382,75132.15379
12312016,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,9910,18648,5828.708529,0.014423777,20591,96293.0118
12312017,QCOM.OQ,Qualcomm Inc,Communications & Networking,Technology,7573,37308,6363.058577,0.014219919,34740,94376.02019
12312003,SNPS.OQ,Synopsys Inc,Software,Technology,796.701,698.357,486.9461148,0,873.943,5259.143326
12312004,SNPS.OQ,Synopsys Inc,Software,Technology,690.599,579.029,523.2333648,0,827.138,2973.545401
12312005,SNPS.OQ,Synopsys Inc,Software,Technology,707.821,586.506,552.9065433,0,922.787,2894.99242
12312006,SNPS.OQ,Synopsys Inc,Software,Technology,649.124,572.722,578.3195015,0,994.655,3771.274782
12312007,SNPS.OQ,Synopsys Inc,Software,Technology,884.608,984.453,610.8150227,0,1180.944,3809.081009
12312008,SNPS.OQ,Synopsys Inc,Software,Technology,769.719,951.301,627.3951988,0,1214.107,2628.823974
12312009,SNPS.OQ,Synopsys Inc,Software,Technology,682.383,1168.326,666.36279,0,1094.688,3283.095401
12312010,SNPS.OQ,Synopsys Inc,Software,Technology,795.853,938.561,718.5901092,0.000144138,1186.359,4017.663
12312011,SNPS.OQ,Synopsys Inc,Software,Technology,916.295,1004.074,787.7860737,7.96817E-05,1267.544,3922.24
12312012,SNPS.OQ,Synopsys Inc,Software,Technology,1061.147,700.382,943.6671835,0.001241516,1603.685,4813.51248
12312013,SNPS.OQ,Synopsys Inc,Software,Technology,1068.239,1022.441,1007.243323,0.001121186,1570.658,6261.691453
12312014,SNPS.OQ,Synopsys Inc,Software,Technology,1161.151,985.762,1125.251447,0.001107409,1719.329,6655.401625
12312015,SNPS.OQ,Synopsys Inc,Software,Technology,1137.478,964.935,1251.1644,0.00147195,1911.75,6907.765127
12312016,SNPS.OQ,Synopsys Inc,Software,Technology,1258.736,1117.315,1391.820364,0.001843812,2045.219,8834.956809
12312017,SNPS.OQ,Synopsys Inc,Software,Technology,1387.96,1048.356,1604.177664,0.003450198,2116.69,12676.35255
12311998,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,3011,2341,2165.657905,0.015986538,4754,33451.97149
12311999,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,3989,2826,2203.724375,0.012993674,5849,76566.75916
12312000,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,3929,4003,2348.57594,0.014614186,5132,81956.25684
12312001,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,1880,2944,700.3151725,0.015641026,3900,48501.56864
12312002,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,2049,3012,733.0505381,0.014448669,3945,25982.39875
12312003,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,3356,4329,1919.896736,0.010696654,3646,50845.7729
12312004,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,4517,6353,2127.975055,0.006489493,3236,42541.50936
12312005,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,5252,5330,2279.413756,0.002879079,3126,51890.95301
12312006,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,4167,3717,2549.348465,0.002723735,2570,42735.86876
12312007,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,6087,2924,2574.922605,0.000371471,2692,46700.10612
12312008,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,4944,2540,2559.28784,0,2597,19832.94372
12312009,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,3963,2925,2319.604546,0,2397,32649.88075
12312010,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,5339,3072,2576.042317,0,2964,38160.11849
12312011,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,4925,2935,2786.78049,0.003247774,9545,33262.53783
12312012,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,5302,3965,3070.008709,0.009271523,9060,34621.60405
12312013,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,5305,3829,3170.927514,0.007748124,8131,48062.26634
12312014,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,6001,3541,3268.748966,0.014895445,6982,56475.07667
12312015,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,6209,3218,3209.697314,0.013367282,6284,55599.92561
12312016,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,6436,3490,3300.009692,0.013427325,5958,72932.47357
12312017,TXN.OQ,Texas Instruments Inc,Semiconductors,Technology,7135,4469,3334.936859,0.010677618,7305,102931.9481
12311998,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,62.975,9.556,69.15733236,0.000369173,78.554,4560.026903
12311999,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,134.563,54.903,79.3593173,0.000271739,132.48,3178.680176
12312000,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,168.072,80.072,91.10684954,0.000448248,189.627,4358.228679
12312001,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,90.65,58.659,104.5116709,0.000449392,146.865,4125.412231
12312002,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,197.65,109.171,119.8852255,0.000206252,174.544,2660.167845
12312003,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,266.492,122.873,137.6634826,0.000524008,265.263,6127.012141
12312004,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,368.852,231.806,158.7474709,0.002275602,413.517,4783.419255
12312005,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,410.285,237.569,350.7756288,0.000948172,394.443,3904.069895
12312006,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,543.014,389.123,365.0400913,0.001395342,410.652,5197.158748
12312007,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,337.532,210.518,241.0990516,0.004265401,625.967,5541.521916
12312008,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,540.758,211.365,461.515356,0.020574536,549.174,2755.602192
12312009,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,610.811,450.254,501.6155131,0.007861831,521.507,3405.376263
12312010,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,599.196,394.795,570.2773281,0.005287571,548.456,2988.716347
12312011,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,668.059,316.337,645.1093985,0.005954785,537.383,3938.557883
12312012,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,689.702,247.612,708.2817495,0.005472768,539.398,4002.064991
12312013,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,732.945,247.7,824.8339213,0.015847473,2044.49,6315.910282
12312014,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,867.029,289.183,931.385872,0.020383356,2011.445,6313.092582
12312015,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,957.188,389.328,1071.821111,0.020291624,2005.803,9162.672917
12312016,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,1273.225,425.354,1377.556539,0.027194375,4242.164,9012.5354
12312017,TSS.N,Total System Services Inc,IT Services & Consulting,Technology,1411.814,450.357,1498.963539,0.02974108,3975.007,14540.39691
12311998,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,360.905,362.187,228.8143703,0.035605516,391.063,4655.330375
12311999,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,390.867,402.472,239.8422931,0.068045881,190.93,14497.80188
12312000,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,527.738,607.75,285.9754469,1.57347E-05,571.984,15207.4125
12312001,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,651.525,370.784,380.8442199,0.000282592,583.88,13043.72944
12312002,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,509.71,509.717,343.1684331,0.000132061,431.62,6944.450983
12312003,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,580.347,675.595,358.0315174,0,470.937,13224.50369
12312004,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,699.164,844.195,398.2877041,0,454.411,10334.44621
12312005,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,579.081,861.558,444.8092286,0,365.688,8786.226914
12312006,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,805.725,1022.202,467.8055493,0,444.662,8005.75985
12312007,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,931.442,1137.915,542.4165829,0.001532047,1406.615,6429.679398
12312008,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,982.931,1296.435,576.3169559,0.024982188,1465.284,4880.959853
12312009,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,819.832,1324.933,564.3942749,0.038851126,863.141,6938.104709
12312010,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,907.84,1386.605,554.2734169,0.024429242,1063.848,7509.191359
12312011,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,1119.493,1926.413,610.6908405,0.025903224,1726.233,8414.521429
12312012,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,1246.587,1917.627,650.8889193,0.031071994,1756.437,9356.946434
12312013,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,1077.29,1714.745,668.6283003,0.031180163,1766.155,12320.96005
12312014,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,1237.559,2457.321,698.5782882,0.0240191,2249.668,11448.2692
12312015,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,1219.543,3303.061,694.4142575,0.02449963,2262.524,12070.1165
12312016,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,1133.363,3337.699,693.2100948,0.025019829,2216.482,15244.10845
12312017,XLNX.OQ,Xilinx Inc,Semiconductors,Technology,1323.234,3321.457,717.5086733,0.024177983,2231.493,16919.24391
12311998,XRX.N,Xerox Corp,Office Equipment,Technology,5246,79,6356.310133,0.034740759,24726,38694.4243
12311999,XRX.N,Xerox Corp,Office Equipment,Technology,6603,126,6225.541987,0.036261011,23386,15070.43371
12312000,XRX.N,Xerox Corp,Office Equipment,Technology,6775,1750,6763.170731,0.040479587,25939,3086.923255
12312001,XRX.N,Xerox Corp,Office Equipment,Technology,7612,3990,6077.49509,0.044655206,25305,7502.275179
12312002,XRX.N,Xerox Corp,Office Equipment,Technology,7320,2887,5586.851023,0.039131565,23076,5943.094994
12312003,XRX.N,Xerox Corp,Office Equipment,Technology,6995,2477,5393.616359,0.043541583,19912,10927.62839
12312004,XRX.N,Xerox Corp,Office Equipment,Technology,6663,3218,5225.216014,0.039997747,17751,14291.38908
12312005,XRX.N,Xerox Corp,Office Equipment,Technology,6085,1566,5016.127866,0.037639878,14745,14069.89595
12312006,XRX.N,Xerox Corp,Office Equipment,Technology,6137,1536,4914.889348,0.034998975,14629,16361.45381
12312007,XRX.N,Xerox Corp,Office Equipment,Technology,6735,1099,5308.104876,0.036910732,14955,14966.46068
12312008,XRX.N,Xerox Corp,Office Equipment,Technology,6000,1229,5560.454192,0.032755299,16089,6892.27269
12312009,XRX.N,Xerox Corp,Office Equipment,Technology,6888,3799,5241.70176,0.031530194,16841,7354.96326
12312010,XRX.N,Xerox Corp,Office Equipment,Technology,7906,1211,5811.707316,0.032390007,18092,15980.51191
12312011,XRX.N,Xerox Corp,Office Equipment,Technology,6920,902,5669.437747,0.030323526,17742,11040.94479
12312012,XRX.N,Xerox Corp,Office Equipment,Technology,7183,1246,5401.980445,0.025663815,18002,8346.12504
12312013,XRX.N,Xerox Corp,Office Equipment,Technology,6883,1764,5406.558325,0.026739612,16268,14461.8544
12312014,XRX.N,Xerox Corp,Office Equipment,Technology,5568,1411,4543.546713,0.024160425,16556,15478.0857
12312015,XRX.N,Xerox Corp,Office Equipment,Technology,4849,1228,4366.492347,0.022706065,16075,10761.84389
12312016,XRX.N,Xerox Corp,Office Equipment,Technology,3885,2223,4325.134735,0.026890756,13090,8850.269055
12312017,XRX.N,Xerox Corp,Office Equipment,Technology,2933,1293,4336.430182,0.025672957,10439,7421.185077
12311998,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,28.905,28.418,43.99691303,0,19.063,106.4768591
12311999,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,42.507,42.641,59.63312726,0,23.565,1010.703375
12312000,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,66.179,61.976,82.97216631,0,43.424,266.3695812
12312001,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,77.021,84.977,105.3770354,0,46.191,326.4308617
12312002,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,110.027,126.211,131.0337368,0,65.992,1454.797142
12312003,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,164.121,194.221,184.1272269,0,91.23,2915.954707
12312004,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,260.129,314.761,261.1757775,0,119.216,5628.339875
12312005,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,366.659,424.001,371.9301394,0,155.748,6947.69012
12312006,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,596.114,648.159,555.3841611,0,252.482,10940.72712
12312007,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,838.422,670.425,766.8141307,0,370.096,9854.846163
12312008,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,1081.726,762.579,1002.590182,0,408.982,5258.84383
12312009,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,1393.684,1399.332,1172.012777,0,685.063,13359.36051
12312010,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,1736.747,2226.388,1551.404693,0,998.643,22242.22773
12312011,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,2203.817,2432.264,2073.365377,0,1555.047,19429.12652
12312012,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,2730.229,2863.758,2514.952159,0,1667.188,22178.85878
12312013,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,3151.385,3747.473,2958.218128,0,1998.927,30546.15625
12312014,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,3512.499,3774.7,3621.426829,0.000660105,3738.8,32065.60819
12312015,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,4725.2,4949,4571.767961,0.004678826,3783,36496.29094
12312016,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,4392,5169,5361.134749,0.005376344,3534,33993.65734
12312017,CTSH.OQ,Cognizant Technology Solutions Corp,IT Services & Consulting,Technology,5107,5056,6060.448541,0.005052724,4552,41876.63307
12311998,EBAY.OQ,eBay Inc,Online Services,Technology,60.057,77.686,478.1672882,0.044716111,48.998,9713.707611
12311999,EBAY.OQ,eBay Inc,Online Services,Technology,204.475,402.887,630.7124898,0.012854937,113.964,16405.00816
12312000,EBAY.OQ,eBay Inc,Online Services,Technology,344.194,556.039,808.015828,0.012323434,155.395,8840.617434
12312001,EBAY.OQ,eBay Inc,Online Services,Technology,616.007,723.419,1014.209459,0.010371385,211.64,18405.57864
12312002,EBAY.OQ,eBay Inc,Online Services,Technology,1006.845,1199.003,1276.820583,0.003311721,450.521,20938.21
12312003,EBAY.OQ,eBay Inc,Online Services,Technology,1757.214,1722.089,1747.781124,0.003659761,884.484,41737.12845
12312004,EBAY.OQ,eBay Inc,Online Services,Technology,2584.627,2012.049,2296.382874,0.006542117,1258.614,77122.7664
12312005,EBAY.OQ,eBay Inc,Online Services,Technology,3848.827,2088.23,2988.659927,0.001997697,1741.005,60238.60883
12312006,EBAY.OQ,eBay Inc,Online Services,Technology,4585.203,3204.895,3663.160394,0.002284718,2589.379,41920.82669
12312007,EBAY.OQ,eBay Inc,Online Services,Technology,5439.294,4897.455,4326.687472,0.002860627,3661.435,44923.63677
12312008,EBAY.OQ,eBay Inc,Online Services,Technology,5770.176,3352.662,4650.953186,0.001720941,4508.581,17826.13349
12312009,EBAY.OQ,eBay Inc,Online Services,Technology,6218.202,4943.804,5342.771266,0.001309333,4620.672,30423.38831
12312010,EBAY.OQ,eBay Inc,Online Services,Technology,5772.012,6622.814,5370.109851,8.0578E-06,6701.583,36283.05192
12312011,EBAY.OQ,eBay Inc,Online Services,Technology,7102.143,5929.402,6531.175021,0.003109579,9390.339,39154.03711
12312012,EBAY.OQ,eBay Inc,Online Services,Technology,8302,9408,7580.494388,0.000925412,16209,65990.27954
12312013,EBAY.OQ,eBay Inc,Online Services,Technology,8118,9008,6716.634376,0.005549016,17841,71028.11318
12312014,EBAY.OQ,eBay Inc,Online Services,Technology,9117,7816,7583.825217,0.004320939,25226,69721.65108
12312015,EBAY.OQ,eBay Inc,Online Services,Technology,7535,6103,8280.251105,0.015654352,11179,32993.96859
12312016,EBAY.OQ,eBay Inc,Online Services,Technology,6319,7130,9002.808552,0.016907124,13308,33191.236
12312017,EBAY.OQ,eBay Inc,Online Services,Technology,6984,5843,10191.36855,0.016296462,17918,39422.11486
12311999,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,17.506,50.257,123.3930895,0.009588177,49.123,1441.797775
12312000,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,52.515,61.56,157.5007346,0.004273559,77.687,2224.444892
12312001,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,331.458,674.275,203.9675516,0.007956772,609.795,9671.989093
12312002,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,275.923,791.377,278.2636355,0.021874472,739.355,1814.616428
12312003,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,432.984,1028.413,357.5054769,0.024063022,684.328,3762.407823
12312004,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,244.656,604.043,415.2125179,0.043563429,348.159,3915.976065
12312005,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,336.523,670.045,460.2045784,0.000370655,442.46,6258.20264
12312006,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,648.568,950.174,499.4584561,0.000156967,458.695,13158.72004
12312007,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,866.232,1117.85,638.9700512,3.14209E-05,668.344,18900.5408
12312008,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,1611.547,1809.478,742.6794242,4.77978E-05,1129.759,4334.099088
12312009,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,611.988,1255.39,828.9152633,0.000424653,956.075,10365.532
12312010,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,777.58,1728.227,831.5333111,0.003605647,920.778,8947.4
12312011,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,1040.437,2490.563,994.0893926,0.002380148,1313.784,8463.656623
12312012,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,1317.858,3129.576,1140.03379,0.002195133,1407.204,7660.670783
12312013,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,1258.288,3727.883,1283.820826,0.002078834,1584.542,9107.94052
12312014,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,1281.291,4671.81,1433.382669,0.003736989,2794.496,10897.91487
12312015,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,1432.552,4623,1673.927516,0.016576716,2783,17732.48
12312016,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,1824,5037,1981.689524,0.01620131,2901,57105.9
12312017,NVDA.OQ,NVIDIA Corp,Semiconductors,Technology,2393,6798,2269.398053,0.014219171,4079,117261
12311999,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,10.497,269.554,95.32976191,0.226432628,19.37,30304.83089
12312000,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,94.291,309.652,279.2521976,0.023106906,386.378,2273.928226
12312001,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,114.37,192.68,307.0579028,0.046652517,404.244,684.9321692
12312002,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,115.288,114.926,267.8330462,0.046128563,397.953,201.8139839
12312003,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,105.165,164.258,225.7757994,0.040335025,454.295,1294.354445
12312004,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,169.296,69.698,239.3749114,0.049699683,308.674,1643.328576
12312005,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,219.392,291.678,280.0262107,0.021340517,267.285,3029.058379
12312006,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,345.774,268.736,382.6313858,0.010813705,293.239,8309.488826
12312007,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,508.697,545.658,472.2384614,0.010373284,297.495,5749.300073
12312008,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,646.712,327.171,540.2644593,0.009049237,312.181,2556.246
12312009,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,752.772,566.139,608.6208273,0.008139615,348.788,4340.221288
12312010,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,798.635,606.599,727.5333202,0.00969321,175.071,8579.186865
12312011,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,772.717,849.226,718.1991466,0,189.251,5792.038684
12312012,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,937.662,437.581,870.8213409,0,254.873,7281.98
12312013,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,1070.673,673.896,1054.383495,0,328.254,8445.22
12312014,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,1332.918,758.292,1322.299191,0.013190546,1056.211,11206.49997
12312015,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,1583.068,749.561,1555.099724,0.015724836,1060.806,9364.927096
12312016,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,1690.525,837.018,1723.746985,0.016224225,1148.776,11555.63807
12312017,AKAM.OQ,Akamai Technologies Inc,IT Services & Consulting,Technology,1723.118,711.936,1992.159729,0.014579904,1292.121,11001.62904
12311999,JNPR.N,Juniper Networks Inc,Communications & Networking,Technology,50.418,345.958,151.20171,0.009485655,55.663,17672.86
